districtid,monthid,dose 1,dose 2
MH_Solapur,14,153426,20190
MH_Solapur,15,114788,61969
MH_Solapur,16,187620,121310
MH_Thane,10,63518,0
MH_Thane,11,102301,39745
MH_Thane,12,547840,54054
MH_Thane,13,458771,247697
MH_Thane,14,429439,56880
MH_Thane,15,708576,252027
MH_Thane,16,588288,414068
MH_Wardha,10,13942,2
MH_Wardha,11,15428,9217
MH_Wardha,12,111706,9232
MH_Wardha,13,63579,29853
MH_Wardha,14,48325,16246
MH_Wardha,15,85973,23016
MH_Wardha,16,105171,56391
MH_Washim,10,5065,1
MH_Washim,11,12293,2918
MH_Washim,12,83185,5942
MH_Washim,13,55596,26786
MH_Washim,14,55641,34264
MH_Washim,15,112597,29377
MH_Washim,16,63583,43168
MH_Yavatmal,10,11228,26
MH_Yavatmal,11,22141,6117
MH_Yavatmal,12,121935,10481
MH_Yavatmal,13,125034,45909
MH_Yavatmal,14,107215,32169
MH_Yavatmal,15,161704,40684
MH_Yavatmal,16,121305,81167
ML_East Garo Hills,10,756,0
ML_East Garo Hills,11,1951,543
ML_East Garo Hills,12,2754,1541
ML_East Garo Hills,13,8206,2274
ML_East Garo Hills,14,3399,54
ML_East Garo Hills,15,8303,424
ML_East Garo Hills,16,13522,5499
ML_East Jaintia Hills,10,535,0
ML_East Jaintia Hills,11,989,592
ML_East Jaintia Hills,12,5076,846
ML_East Jaintia Hills,13,9255,1274
ML_East Jaintia Hills,14,6113,19
ML_East Jaintia Hills,15,12582,2316
ML_East Jaintia Hills,16,19084,8181
ML_East Khasi Hills,10,3406,59
ML_East Khasi Hills,11,15999,3169
ML_East Khasi Hills,12,18805,11071
ML_East Khasi Hills,13,57585,8696
ML_East Khasi Hills,14,45624,143
ML_East Khasi Hills,15,105814,14812
ML_East Khasi Hills,16,40268,46555
ML_North Garo Hills,10,762,0
ML_North Garo Hills,11,1757,479
ML_North Garo Hills,12,2683,1386
ML_North Garo Hills,13,7975,1765
ML_North Garo Hills,14,2167,15
ML_North Garo Hills,15,12549,1440
ML_North Garo Hills,16,23691,6058
ML_Ribhoi,10,469,9
ML_Ribhoi,11,2663,329
ML_Ribhoi,12,2491,2061
ML_Ribhoi,13,17627,1743
ML_Ribhoi,14,13039,46
ML_Ribhoi,15,25749,1403
ML_Ribhoi,16,17441,11571
ML_South Garo Hills,10,580,0
ML_South Garo Hills,11,1619,312
ML_South Garo Hills,12,2562,1838
ML_South Garo Hills,13,7467,1457
ML_South Garo Hills,14,3882,30
ML_South Garo Hills,15,6189,470
ML_South Garo Hills,16,9107,5209
ML_South West Garo Hills,10,874,0
ML_South West Garo Hills,11,1431,832
ML_South West Garo Hills,12,4705,1246
ML_South West Garo Hills,13,13371,2279
ML_South West Garo Hills,14,5252,58
ML_South West Garo Hills,15,21619,1643
ML_South West Garo Hills,16,15407,9195
ML_South West Khasi Hills,10,301,0
ML_South West Khasi Hills,11,749,199
ML_South West Khasi Hills,12,1188,699
ML_South West Khasi Hills,13,5379,449
ML_South West Khasi Hills,14,9275,13
ML_South West Khasi Hills,15,6349,644
ML_South West Khasi Hills,16,7269,4380
ML_West Garo Hills,10,3121,0
ML_West Garo Hills,11,12896,2596
ML_West Garo Hills,12,9755,5568
ML_West Garo Hills,13,35210,7897
ML_West Garo Hills,14,13787,241
ML_West Garo Hills,15,72855,5174
ML_West Garo Hills,16,41990,25140
ML_West Jaintia Hills,10,1361,23
ML_West Jaintia Hills,11,2026,1162
ML_West Jaintia Hills,12,4860,1814
ML_West Jaintia Hills,13,20492,2125
ML_West Jaintia Hills,14,6827,20
ML_West Jaintia Hills,15,21276,2531
ML_West Jaintia Hills,16,19457,13778
ML_West Khasi Hills,10,741,0
ML_West Khasi Hills,11,2674,674
ML_West Khasi Hills,12,3889,2017
ML_West Khasi Hills,13,22581,2850
ML_West Khasi Hills,14,11157,216
ML_West Khasi Hills,15,11136,1354
ML_West Khasi Hills,16,15045,14853
MN_Bishnupur,10,1128,0
MN_Bishnupur,11,3244,376
MN_Bishnupur,12,1124,2268
MN_Bishnupur,13,19457,1536
MN_Bishnupur,14,12099,87
MN_Bishnupur,15,33705,909
MN_Bishnupur,16,51537,16342
MN_Chandel,10,948,0
MN_Chandel,11,3977,464
MN_Chandel,12,453,2579
MN_Chandel,13,3479,1077
MN_Chandel,14,3127,31
MN_Chandel,15,7989,950
MN_Chandel,16,4924,2635
MN_Churachandpur,10,2048,0
MN_Churachandpur,11,5406,630
MN_Churachandpur,12,2370,4189
MN_Churachandpur,13,17135,1789
MN_Churachandpur,14,17879,135
MN_Churachandpur,15,24814,2713
MN_Churachandpur,16,28821,14453
MN_Imphal East,10,3495,0
MN_Imphal East,11,6640,1765
MN_Imphal East,12,7369,6490
MN_Imphal East,13,56287,5413
MN_Imphal East,14,30719,775
MN_Imphal East,15,78109,4499
MN_Imphal East,16,56330,41882
MN_Imphal West,10,6611,121
MN_Imphal West,11,9485,3935
MN_Imphal West,12,6338,6827
MN_Imphal West,13,49004,5217
MN_Imphal West,14,51301,429
MN_Imphal West,15,95397,5355
MN_Imphal West,16,73339,47584
MN_Jiribam,10,362,0
MN_Jiribam,11,922,10
MN_Jiribam,12,1053,1213
MN_Jiribam,13,1727,464
MN_Jiribam,14,3361,33
MN_Jiribam,15,9518,248
MN_Jiribam,16,8203,1809
MN_Kakching,10,553,0
MN_Kakching,11,2050,194
MN_Kakching,12,864,1761
MN_Kakching,13,12168,734
MN_Kakching,14,12234,80
MN_Kakching,15,26891,1388
MN_Kakching,16,22090,11040
MN_Kamjong,10,180,0
MN_Kamjong,11,456,66
MN_Kamjong,12,513,208
MN_Kamjong,13,1052,257
MN_Kamjong,14,1831,12
MN_Kamjong,15,2593,122
MN_Kamjong,16,2995,1024
MN_Kangpokpi,10,540,0
MN_Kangpokpi,11,1589,56
MN_Kangpokpi,12,1136,1158
MN_Kangpokpi,13,4946,971
MN_Kangpokpi,14,4496,94
MN_Kangpokpi,15,11958,1556
MN_Kangpokpi,16,11485,3232
MN_Noney,10,382,0
MN_Noney,11,1872,215
MN_Noney,12,877,682
MN_Noney,13,1669,1026
MN_Noney,14,2417,9
MN_Noney,15,3932,926
MN_Noney,16,4941,1511
MN_Pherzawl,10,299,0
MN_Pherzawl,11,381,121
MN_Pherzawl,12,616,289
MN_Pherzawl,13,1582,292
MN_Pherzawl,14,2716,29
MN_Pherzawl,15,2290,690
MN_Pherzawl,16,2659,1811
MN_Senapati,10,508,0
MN_Senapati,11,2423,213
MN_Senapati,12,360,1614
MN_Senapati,13,2008,741
MN_Senapati,14,4328,33
MN_Senapati,15,8830,481
MN_Senapati,16,6821,1876
MN_Tamenglong,10,407,0
MN_Tamenglong,11,2026,207
MN_Tamenglong,12,20,913
MN_Tamenglong,13,3063,778
MN_Tamenglong,14,2224,9
MN_Tamenglong,15,5031,466
MN_Tamenglong,16,5709,2557
MN_Tengnoupal,10,350,0
MN_Tengnoupal,11,2209,98
MN_Tengnoupal,12,1179,1821
MN_Tengnoupal,13,2139,811
MN_Tengnoupal,14,3001,41
MN_Tengnoupal,15,7903,439
MN_Tengnoupal,16,6576,1863
MN_Thoubal,10,3015,48
MN_Thoubal,11,3746,1201
MN_Thoubal,12,1373,3594
MN_Thoubal,13,25293,969
MN_Thoubal,14,16108,127
MN_Thoubal,15,57248,1758
MN_Thoubal,16,30572,19205
MN_Ukhrul,10,458,0
MN_Ukhrul,11,2117,322
MN_Ukhrul,12,901,851
MN_Ukhrul,13,3027,1017
MN_Ukhrul,14,3870,51
MN_Ukhrul,15,4117,433
MN_Ukhrul,16,4439,3027
MP_Agar Malwa,10,3437,1
MP_Agar Malwa,11,2558,2029
MP_Agar Malwa,12,28367,1607
MP_Agar Malwa,13,8382,5379
MP_Agar Malwa,14,30848,1208
MP_Agar Malwa,15,59909,11894
MP_Agar Malwa,16,133921,13897
MP_Alirajpur,10,6994,0
MP_Alirajpur,11,1992,4428
MP_Alirajpur,12,35540,2294
MP_Alirajpur,13,6257,3706
MP_Alirajpur,14,21095,1152
MP_Alirajpur,15,88277,8563
MP_Alirajpur,16,83410,11724
MP_Anuppur,10,3740,0
MP_Anuppur,11,2631,2566
MP_Anuppur,12,43261,1854
MP_Anuppur,13,12803,4364
MP_Anuppur,14,30984,2067
MP_Anuppur,15,77289,13825
MP_Anuppur,16,131631,19162
MP_Ashoknagar,10,5175,0
MP_Ashoknagar,11,4694,3533
MP_Ashoknagar,12,49058,2750
MP_Ashoknagar,13,20736,8551
MP_Ashoknagar,14,37253,2337
MP_Ashoknagar,15,73494,16174
MP_Ashoknagar,16,143340,21128
MP_Balaghat,10,13117,0
MP_Balaghat,11,11171,8586
MP_Balaghat,12,130967,9232
MP_Balaghat,13,15837,19489
MP_Balaghat,14,97683,4928
MP_Balaghat,15,158394,38979
MP_Balaghat,16,253340,36460
MP_Barwani,10,8587,0
MP_Barwani,11,6173,5454
MP_Barwani,12,42750,5209
MP_Barwani,13,10021,10022
MP_Barwani,14,61519,2192
MP_Barwani,15,125806,19393
MP_Barwani,16,205645,20631
MP_Betul,10,10034,0
MP_Betul,11,10459,6241
MP_Betul,12,113715,7541
MP_Betul,13,22202,19184
MP_Betul,14,61208,6595
MP_Betul,15,168348,31586
MP_Betul,16,284788,62803
MP_Bhind,10,9992,0
MP_Bhind,11,10131,5029
MP_Bhind,12,88363,7039
MP_Bhind,13,25908,11809
MP_Bhind,14,72152,5863
MP_Bhind,15,142573,26077
MP_Bhind,16,257624,38333
MP_Bhopal,10,42772,0
MP_Bhopal,11,39406,23134
MP_Bhopal,12,310823,28850
MP_Bhopal,13,79430,84709
MP_Bhopal,14,462893,32282
MP_Bhopal,15,438586,155595
MP_Bhopal,16,246136,142109
MP_Burhanpur,10,4449,0
MP_Burhanpur,11,3546,3115
MP_Burhanpur,12,52478,3788
MP_Burhanpur,13,21308,15811
MP_Burhanpur,14,48782,4889
MP_Burhanpur,15,86335,22910
MP_Burhanpur,16,113109,30988
MP_Chhatarpur,10,11555,0
MP_Chhatarpur,11,6602,7424
MP_Chhatarpur,12,98851,3502
MP_Chhatarpur,13,31789,11249
MP_Chhatarpur,14,64508,7657
MP_Chhatarpur,15,146859,28373
MP_Chhatarpur,16,280315,38910
MP_Chhindwara,10,15579,0
MP_Chhindwara,11,13147,9261
MP_Chhindwara,12,124356,8196
MP_Chhindwara,13,19068,32344
MP_Chhindwara,14,93305,8950
MP_Chhindwara,15,174027,48856
MP_Chhindwara,16,385035,47628
MP_Damoh,10,8587,0
MP_Damoh,11,6649,5046
MP_Damoh,12,58895,4563
MP_Damoh,13,14474,9364
MP_Damoh,14,46445,2754
MP_Damoh,15,108137,15634
MP_Damoh,16,281969,34020
MP_Datia,10,6391,0
MP_Datia,11,7007,3485
MP_Datia,12,48118,3028
MP_Datia,13,17147,9140
MP_Datia,14,43705,3089
MP_Datia,15,84045,17798
MP_Datia,16,146446,19493
MP_Dewas,10,9934,0
MP_Dewas,11,9125,6876
MP_Dewas,12,104861,7625
MP_Dewas,13,16398,20253
MP_Dewas,14,104624,5756
MP_Dewas,15,212503,38514
MP_Dewas,16,226086,39965
MP_Dhar,10,15197,0
MP_Dhar,11,19401,10058
MP_Dhar,12,99376,8704
MP_Dhar,13,23528,23058
MP_Dhar,14,123262,5322
MP_Dhar,15,213887,45160
MP_Dhar,16,292122,41641
MP_Dindori,10,8113,1
MP_Dindori,11,4361,6430
MP_Dindori,12,43551,1345
MP_Dindori,13,7270,2994
MP_Dindori,14,31661,1531
MP_Dindori,15,79151,12867
MP_Dindori,16,135416,19176
MP_Guna,10,6902,0
MP_Guna,11,10556,4248
MP_Guna,12,76781,5180
MP_Guna,13,19169,13897
MP_Guna,14,54749,5117
MP_Guna,15,109993,22235
MP_Guna,16,209778,23539
MP_Gwalior,10,19116,0
MP_Gwalior,11,20684,11630
MP_Gwalior,12,190907,15231
MP_Gwalior,13,67165,41824
MP_Gwalior,14,236693,18431
MP_Gwalior,15,235550,78150
MP_Gwalior,16,257856,88951
MP_Harda,10,3455,0
MP_Harda,11,3146,1766
MP_Harda,12,33965,2104
MP_Harda,13,8747,5294
MP_Harda,14,30067,1782
MP_Harda,15,63658,16246
MP_Harda,16,197972,28518
MP_Hoshangabad,10,9984,0
MP_Hoshangabad,11,8969,6611
MP_Hoshangabad,12,83377,4225
MP_Hoshangabad,13,16860,16228
MP_Hoshangabad,14,73238,5055
MP_Hoshangabad,15,114867,38111
MP_Hoshangabad,16,225509,43018
MP_Indore,10,46701,0
MP_Indore,11,37370,27222
MP_Indore,12,503616,33836
MP_Indore,13,82209,135706
MP_Indore,14,799091,49546
MP_Indore,15,781394,268134
MP_Indore,16,359052,196583
MP_Jabalpur,10,26127,0
MP_Jabalpur,11,23845,13693
MP_Jabalpur,12,266100,18106
MP_Jabalpur,13,63491,61721
MP_Jabalpur,14,292264,32996
MP_Jabalpur,15,344823,97576
MP_Jabalpur,16,288805,117340
MP_Jhabua,10,9196,0
MP_Jhabua,11,4139,5814
MP_Jhabua,12,34807,4893
MP_Jhabua,13,5881,6429
MP_Jhabua,14,36096,1831
MP_Jhabua,15,101451,13086
MP_Jhabua,16,149592,19854
MP_Katni,10,7953,0
MP_Katni,11,4739,5283
MP_Katni,12,86627,2965
MP_Katni,13,22035,11033
MP_Katni,14,60736,3615
MP_Katni,15,126957,24058
MP_Katni,16,181652,32929
MP_Khandwa,10,7828,0
MP_Khandwa,11,7610,4710
MP_Khandwa,12,74806,6279
MP_Khandwa,13,18671,17188
MP_Khandwa,14,71181,8065
MP_Khandwa,15,143903,22784
MP_Khandwa,16,248204,34763
MP_Khargone,10,11747,0
MP_Khargone,11,9713,6408
MP_Khargone,12,85052,6504
MP_Khargone,13,19699,17404
MP_Khargone,14,104443,4856
MP_Khargone,15,141410,34073
MP_Khargone,16,321761,42099
MP_Mandla,10,9384,0
MP_Mandla,11,5429,5822
MP_Mandla,12,63679,4231
MP_Mandla,13,8170,6530
MP_Mandla,14,34016,3128
MP_Mandla,15,105440,16963
MP_Mandla,16,152760,19158
MP_Mandsaur,10,7323,0
MP_Mandsaur,11,10943,4446
MP_Mandsaur,12,66111,5698
MP_Mandsaur,13,22047,13463
MP_Mandsaur,14,60903,4175
MP_Mandsaur,15,144978,30674
MP_Mandsaur,16,225347,32351
MP_Morena,10,11969,1
MP_Morena,11,9117,6073
MP_Morena,12,90115,7494
MP_Morena,13,31592,11617
MP_Morena,14,87943,8487
MP_Morena,15,183127,31042
MP_Morena,16,282024,45987
MP_Narsinghpur,10,8768,0
MP_Narsinghpur,11,9518,5800
MP_Narsinghpur,12,67497,6842
MP_Narsinghpur,13,16281,13826
MP_Narsinghpur,14,51854,2330
MP_Narsinghpur,15,104677,25064
MP_Narsinghpur,16,228942,33409
MP_Neemuch,10,7106,0
MP_Neemuch,11,7526,4187
MP_Neemuch,12,50352,8126
MP_Neemuch,13,18269,8294
MP_Neemuch,14,50851,3516
MP_Neemuch,15,89547,25414
MP_Neemuch,16,165798,30589
MP_Panna,10,6246,0
MP_Panna,11,3661,3578
MP_Panna,12,39402,3193
MP_Panna,13,7826,3958
MP_Panna,14,30781,2500
MP_Panna,15,97070,13262
MP_Panna,16,205834,12744
MP_Raisen,10,6355,0
MP_Raisen,11,6288,3515
MP_Raisen,12,70071,5755
MP_Raisen,13,23047,10161
MP_Raisen,14,69564,3017
MP_Raisen,15,174077,23235
MP_Raisen,16,191795,36191
MP_Rajgarh,10,9726,0
MP_Rajgarh,11,9705,6175
MP_Rajgarh,12,86196,6131
MP_Rajgarh,13,18635,12695
MP_Rajgarh,14,108691,4936
MP_Rajgarh,15,214827,29122
MP_Rajgarh,16,243584,42677
MP_Ratlam,10,9626,0
MP_Ratlam,11,11630,5789
MP_Ratlam,12,85421,5896
MP_Ratlam,13,19722,19626
MP_Ratlam,14,82786,5792
MP_Ratlam,15,159896,41006
MP_Ratlam,16,266382,43724
MP_Rewa,10,14145,0
MP_Rewa,11,22272,9594
MP_Rewa,12,205724,13088
MP_Rewa,13,34431,28890
MP_Rewa,14,135620,7720
MP_Rewa,15,189448,52249
MP_Rewa,16,259543,56981
MP_Sagar,10,13279,0
MP_Sagar,11,13607,8032
MP_Sagar,12,248924,10142
MP_Sagar,13,58991,32501
MP_Sagar,14,170294,14849
MP_Sagar,15,197260,84445
MP_Sagar,16,349078,80209
MP_Satna,10,12167,0
MP_Satna,11,11557,8156
MP_Satna,12,143116,7696
MP_Satna,13,32370,22098
MP_Satna,14,81057,6289
MP_Satna,15,158957,35696
MP_Satna,16,298523,62862
MP_Sehore,10,9155,0
MP_Sehore,11,12784,6053
MP_Sehore,12,117556,7419
MP_Sehore,13,26108,20707
MP_Sehore,14,97349,5416
MP_Sehore,15,218463,37367
MP_Sehore,16,213184,56721
MP_Seoni,10,9740,0
MP_Seoni,11,8084,6473
MP_Seoni,12,90795,6405
MP_Seoni,13,8344,14363
MP_Seoni,14,58768,5155
MP_Seoni,15,130561,28987
MP_Seoni,16,240500,33413
MP_Shahdol,10,7368,0
MP_Shahdol,11,6849,4576
MP_Shahdol,12,99042,4690
MP_Shahdol,13,20611,7351
MP_Shahdol,14,116769,3054
MP_Shahdol,15,171168,29253
MP_Shahdol,16,86429,28479
MP_Shajapur,10,7299,0
MP_Shajapur,11,7972,4672
MP_Shajapur,12,56288,2838
MP_Shajapur,13,15658,10559
MP_Shajapur,14,48888,4221
MP_Shajapur,15,84254,21150
MP_Shajapur,16,195592,33255
MP_Sheopur,10,4012,0
MP_Sheopur,11,4772,2304
MP_Sheopur,12,27244,2816
MP_Sheopur,13,12044,4578
MP_Sheopur,14,37146,2126
MP_Sheopur,15,69335,8566
MP_Sheopur,16,43247,7621
MP_Shivpuri,10,9709,0
MP_Shivpuri,11,11193,6303
MP_Shivpuri,12,80459,7558
MP_Shivpuri,13,27468,11542
MP_Shivpuri,14,111215,4244
MP_Shivpuri,15,163504,25745
MP_Shivpuri,16,176782,25258
MP_Sidhi,10,6877,0
MP_Sidhi,11,4715,5077
MP_Sidhi,12,61561,2717
MP_Sidhi,13,9370,4541
MP_Sidhi,14,35574,2641
MP_Sidhi,15,100224,14501
MP_Sidhi,16,174792,17978
MP_Singrauli,10,6876,0
MP_Singrauli,11,5853,4571
MP_Singrauli,12,62182,2924
MP_Singrauli,13,12507,6529
MP_Singrauli,14,52298,1825
MP_Singrauli,15,121384,22154
MP_Singrauli,16,148056,20768
MP_Tikamgarh,10,7375,0
MP_Tikamgarh,11,5623,4615
MP_Tikamgarh,12,74581,2697
MP_Tikamgarh,13,28230,8180
MP_Tikamgarh,14,45366,6173
MP_Tikamgarh,15,133876,30584
MP_Tikamgarh,16,250028,42520
MP_Ujjain,10,16810,0
MP_Ujjain,11,20003,10051
MP_Ujjain,12,214601,9112
MP_Ujjain,13,41892,41657
MP_Ujjain,14,205050,20570
MP_Ujjain,15,344060,84454
MP_Ujjain,16,269495,101661
MP_Umaria,10,3301,0
MP_Umaria,11,2215,2156
MP_Umaria,12,35671,1960
MP_Umaria,13,8911,3501
MP_Umaria,14,29188,830
MP_Umaria,15,71845,11195
MP_Umaria,16,98124,15008
MP_Vidisha,10,11188,0
MP_Vidisha,11,14923,6738
MP_Vidisha,12,91774,7940
MP_Vidisha,13,22414,13464
MP_Vidisha,14,50656,4664
MP_Vidisha,15,176568,33610
MP_Vidisha,16,205318,35051
MZ_Aizawl,10,2030,2
MZ_Aizawl,11,4780,2011
MZ_Aizawl,12,9663,1756
MZ_Aizawl,13,27042,3949
MZ_Aizawl,14,13559,23
MZ_Aizawl,15,58391,14980
MZ_Aizawl,16,8365,17832
MZ_Champhai,10,1037,0
MZ_Champhai,11,3131,979
MZ_Champhai,12,2306,2197
MZ_Champhai,13,20700,1379
MZ_Champhai,14,3551,302
MZ_Champhai,15,31576,622
MZ_Champhai,16,7363,19677
MZ_Kolasib,10,591,0
MZ_Kolasib,11,2469,624
MZ_Kolasib,12,3904,2101
MZ_Kolasib,13,9795,1563
MZ_Kolasib,14,5459,23
MZ_Kolasib,15,18467,3037
MZ_Kolasib,16,4113,6805
MZ_Lawngtlai,10,520,0
MZ_Lawngtlai,11,1529,578
MZ_Lawngtlai,12,3955,587
MZ_Lawngtlai,13,6678,1632
MZ_Lawngtlai,14,4092,69
MZ_Lawngtlai,15,14923,2608
MZ_Lawngtlai,16,8058,4714
MZ_Lunglei,10,1272,73
MZ_Lunglei,11,7210,1267
MZ_Lunglei,12,7155,1226
MZ_Lunglei,13,16189,5083
MZ_Lunglei,14,8004,633
MZ_Lunglei,15,38776,10590
MZ_Lunglei,16,8544,11907
MZ_Mamit,10,597,0
MZ_Mamit,11,3423,567
MZ_Mamit,12,3177,1602
MZ_Mamit,13,8324,1761
MZ_Mamit,14,2832,9
MZ_Mamit,15,18361,2121
MZ_Mamit,16,5240,6902
MZ_Saiha,10,531,0
MZ_Saiha,11,1618,409
MZ_Saiha,12,3521,1527
MZ_Saiha,13,3378,698
MZ_Saiha,14,2996,10
MZ_Saiha,15,15427,2487
MZ_Saiha,16,5503,2892
MZ_Serchhip,10,985,0
MZ_Serchhip,11,2268,731
MZ_Serchhip,12,3747,1642
MZ_Serchhip,13,8615,1933
MZ_Serchhip,14,4208,28
MZ_Serchhip,15,19163,3499
MZ_Serchhip,16,1661,7060
NL_Dimapur,10,1408,0
NL_Dimapur,11,8412,1657
NL_Dimapur,12,14529,7127
NL_Dimapur,13,27511,5722
NL_Dimapur,14,34616,135
NL_Dimapur,15,94120,14401
NL_Dimapur,16,49456,19736
NL_Kiphire,10,258,0
NL_Kiphire,11,1808,221
NL_Kiphire,12,848,1073
NL_Kiphire,13,1568,696
NL_Kiphire,14,1464,9
NL_Kiphire,15,3438,335
NL_Kiphire,16,2862,1218
NL_Kohima,10,2271,78
NL_Kohima,11,5352,1816
NL_Kohima,12,6904,3037
NL_Kohima,13,11702,3451
NL_Kohima,14,19096,91
NL_Kohima,15,39450,7585
NL_Kohima,16,12548,8965
NL_Longleng,10,113,0
NL_Longleng,11,937,171
NL_Longleng,12,2340,736
NL_Longleng,13,3215,1214
NL_Longleng,14,4187,18
NL_Longleng,15,7957,1808
NL_Longleng,16,1053,2098
NL_Mokokchung,10,1489,0
NL_Mokokchung,11,2368,1223
NL_Mokokchung,12,9395,1411
NL_Mokokchung,13,9138,1852
NL_Mokokchung,14,8996,87
NL_Mokokchung,15,23640,8794
NL_Mokokchung,16,10187,8363
NL_Mon,10,1088,0
NL_Mon,11,1233,1042
NL_Mon,12,6322,1074
NL_Mon,13,11003,1409
NL_Mon,14,13253,34
NL_Mon,15,18733,5800
NL_Mon,16,13074,8783
NL_Peren,10,325,0
NL_Peren,11,1460,512
NL_Peren,12,2178,575
NL_Peren,13,2238,831
NL_Peren,14,4700,136
NL_Peren,15,4523,1717
NL_Peren,16,2073,1826
NL_Phek,10,592,0
NL_Phek,11,2429,737
NL_Phek,12,4257,1964
NL_Phek,13,3713,2008
NL_Phek,14,8235,60
NL_Phek,15,6990,2442
NL_Phek,16,3112,2401
NL_Tuensang,10,416,45
NL_Tuensang,11,2706,457
NL_Tuensang,12,3796,1514
NL_Tuensang,13,3987,1388
NL_Tuensang,14,4915,13
NL_Tuensang,15,11023,2955
NL_Tuensang,16,7791,3124
NL_Wokha,10,464,0
NL_Wokha,11,1071,689
NL_Wokha,12,6562,522
NL_Wokha,13,4885,2553
NL_Wokha,14,6550,23
NL_Wokha,15,8824,4725
NL_Wokha,16,4278,3503
NL_Zunheboto,10,751,0
NL_Zunheboto,11,2061,596
NL_Zunheboto,12,2814,896
NL_Zunheboto,13,3829,1390
NL_Zunheboto,14,9239,131
NL_Zunheboto,15,12881,1720
NL_Zunheboto,16,4369,3217
OR_Angul,10,9981,0
OR_Angul,11,6531,7934
OR_Angul,12,66615,4152
OR_Angul,13,26498,16937
OR_Angul,14,61064,1128
OR_Angul,15,108957,22862
OR_Angul,16,96185,29817
OR_Balangir,10,11695,0
OR_Balangir,11,9444,8238
OR_Balangir,12,80097,7973
OR_Balangir,13,29137,24206
OR_Balangir,14,40504,1166
OR_Balangir,15,115664,18136
OR_Balangir,16,255354,33416
OR_Balasore,10,11395,0
OR_Balasore,11,38390,10421
OR_Balasore,12,205649,18360
OR_Balasore,13,69927,60838
OR_Balasore,14,99640,4015
OR_Balasore,15,109545,66102
OR_Balasore,16,154874,104853
OR_Bargarh,10,11156,0
OR_Bargarh,11,12456,10708
OR_Bargarh,12,118633,6626
OR_Bargarh,13,21611,24379
OR_Bargarh,14,71188,1211
OR_Bargarh,15,75492,33339
OR_Bargarh,16,118345,33273
OR_Bhadrak,10,7910,0
OR_Bhadrak,11,11891,4733
OR_Bhadrak,12,108617,6914
OR_Bhadrak,13,46062,32118
OR_Bhadrak,14,48297,3230
OR_Bhadrak,15,124307,38531
OR_Bhadrak,16,196232,40150
OR_Boudh,10,3810,0
OR_Boudh,11,3058,2008
OR_Boudh,12,33571,1527
OR_Boudh,13,10276,6681
OR_Boudh,14,9352,911
OR_Boudh,15,30948,8893
OR_Boudh,16,42551,8331
OR_Cuttack,10,26438,0
OR_Cuttack,11,27820,21762
OR_Cuttack,12,213401,19951
OR_Cuttack,13,80943,57144
OR_Cuttack,14,239315,2763
OR_Cuttack,15,181875,81680
OR_Cuttack,16,160503,101338
OR_Deogarh,10,3248,0
OR_Deogarh,11,2444,2138
OR_Deogarh,12,23826,1710
OR_Deogarh,13,6840,5419
OR_Deogarh,14,9571,911
OR_Deogarh,15,25637,5718
OR_Deogarh,16,45450,7075
OR_Dhenkanal,10,9183,0
OR_Dhenkanal,11,7498,5687
OR_Dhenkanal,12,76622,3455
OR_Dhenkanal,13,34203,15240
OR_Dhenkanal,14,41694,1929
OR_Dhenkanal,15,112479,31311
OR_Dhenkanal,16,137796,35910
OR_Gajapati,10,7459,0
OR_Gajapati,11,5727,5314
OR_Gajapati,12,38198,3812
OR_Gajapati,13,14788,11473
OR_Gajapati,14,18843,589
OR_Gajapati,15,57237,7035
OR_Gajapati,16,54718,15513
OR_Ganjam,10,28279,0
OR_Ganjam,11,49459,23851
OR_Ganjam,12,323896,20998
OR_Ganjam,13,141218,89073
OR_Ganjam,14,183804,5441
OR_Ganjam,15,591510,114115
OR_Ganjam,16,198288,215331
OR_Jagatsinghpur,10,7319,0
OR_Jagatsinghpur,11,9376,7118
OR_Jagatsinghpur,12,84934,4553
OR_Jagatsinghpur,13,30168,19333
OR_Jagatsinghpur,14,48910,2131
OR_Jagatsinghpur,15,57589,50924
OR_Jagatsinghpur,16,85391,34993
OR_Jajpur,10,12790,0
OR_Jajpur,11,16554,4313
OR_Jajpur,12,121588,9105
OR_Jajpur,13,36460,20942
OR_Jajpur,14,56378,4476
OR_Jajpur,15,119901,55126
OR_Jajpur,16,179188,55611
OR_Jharsuguda,10,7044,0
OR_Jharsuguda,11,7368,5634
OR_Jharsuguda,12,41611,4202
OR_Jharsuguda,13,14286,15385
OR_Jharsuguda,14,37453,532
OR_Jharsuguda,15,66499,12937
OR_Jharsuguda,16,80576,17369
OR_Kalahandi,10,10008,0
OR_Kalahandi,11,14726,7768
OR_Kalahandi,12,131536,10472
OR_Kalahandi,13,23838,29274
OR_Kalahandi,14,57741,1321
OR_Kalahandi,15,80902,22221
OR_Kalahandi,16,142768,52482
OR_Kandhamal,10,7019,0
OR_Kandhamal,11,9305,6070
OR_Kandhamal,12,56092,4998
OR_Kandhamal,13,21341,12035
OR_Kandhamal,14,24655,1113
OR_Kandhamal,15,51810,10753
OR_Kandhamal,16,56248,21591
OR_Kendrapara,10,7943,0
OR_Kendrapara,11,12736,7871
OR_Kendrapara,12,109058,5120
OR_Kendrapara,13,31865,24648
OR_Kendrapara,14,68384,4362
OR_Kendrapara,15,97177,41179
OR_Kendrapara,16,163304,50785
