districtid,monthid,dose 1,dose 2
UP_Siddharthnagar,13,34929,19136
UP_Siddharthnagar,14,88331,5804
UP_Siddharthnagar,15,242594,26331
UP_Siddharthnagar,16,226421,32351
UP_Sitapur,10,15076,0
UP_Sitapur,11,22708,10811
UP_Sitapur,12,126470,10262
UP_Sitapur,13,37636,26056
UP_Sitapur,14,60147,6447
UP_Sitapur,15,190520,27734
UP_Sitapur,16,317114,38828
UP_Sonbhadra,10,8041,0
UP_Sonbhadra,11,8799,5190
UP_Sonbhadra,12,48308,7039
UP_Sonbhadra,13,20321,10943
UP_Sonbhadra,14,40401,3499
UP_Sonbhadra,15,96730,18431
UP_Sonbhadra,16,121345,30223
UP_Sultanpur,10,13006,0
UP_Sultanpur,11,14842,9873
UP_Sultanpur,12,82823,8918
UP_Sultanpur,13,27135,24159
UP_Sultanpur,14,70684,6775
UP_Sultanpur,15,130010,23271
UP_Sultanpur,16,163054,33544
UP_Unnao,10,13251,0
UP_Unnao,11,14969,9889
UP_Unnao,12,116547,6772
UP_Unnao,13,28885,19989
UP_Unnao,14,44794,12325
UP_Unnao,15,150623,23022
UP_Unnao,16,235936,38733
UP_Varanasi,10,18723,0
UP_Varanasi,11,33151,13349
UP_Varanasi,12,137269,19762
UP_Varanasi,13,111913,52756
UP_Varanasi,14,236605,36120
UP_Varanasi,15,284070,74830
UP_Varanasi,16,283305,91294
UT_Almora,10,6619,0
UT_Almora,11,10740,5513
UT_Almora,12,57734,7457
UT_Almora,13,58878,30238
UT_Almora,14,43689,4034
UT_Almora,15,64766,20256
UT_Almora,16,76810,49370
UT_Bageshwar,10,3236,0
UT_Bageshwar,11,2567,3238
UT_Bageshwar,12,36158,2726
UT_Bageshwar,13,23603,20785
UT_Bageshwar,14,32113,782
UT_Bageshwar,15,53689,14193
UT_Bageshwar,16,25110,16795
UT_Chamoli,10,4901,0
UT_Chamoli,11,7638,3791
UT_Chamoli,12,54837,5313
UT_Chamoli,13,33449,28919
UT_Chamoli,14,29407,683
UT_Chamoli,15,57245,15126
UT_Chamoli,16,51234,32714
UT_Champawat,10,4086,0
UT_Champawat,11,4017,3123
UT_Champawat,12,27739,2795
UT_Champawat,13,29353,12976
UT_Champawat,14,31483,1263
UT_Champawat,15,44859,12891
UT_Champawat,16,26701,22127
UT_Dehradun,10,24678,0
UT_Dehradun,11,31383,17838
UT_Dehradun,12,208365,26724
UT_Dehradun,13,137454,108284
UT_Dehradun,14,149436,9380
UT_Dehradun,15,199538,95838
UT_Dehradun,16,316655,141059
UT_Haridwar,10,19050,178
UT_Haridwar,11,32861,14177
UT_Haridwar,12,144294,24206
UT_Haridwar,13,78963,50925
UT_Haridwar,14,115662,3656
UT_Haridwar,15,224281,37664
UT_Haridwar,16,284160,89171
UT_Nainital,10,12327,0
UT_Nainital,11,9876,8704
UT_Nainital,12,85425,10733
UT_Nainital,13,84878,46828
UT_Nainital,14,66716,3635
UT_Nainital,15,166947,34106
UT_Nainital,16,134193,77526
UT_Pauri Garhwal,10,6222,1
UT_Pauri Garhwal,11,11352,5309
UT_Pauri Garhwal,12,80545,6996
UT_Pauri Garhwal,13,55326,33895
UT_Pauri Garhwal,14,33772,960
UT_Pauri Garhwal,15,59572,26081
UT_Pauri Garhwal,16,82609,52031
UT_Pithoragarh,10,6044,0
UT_Pithoragarh,11,6690,5231
UT_Pithoragarh,12,34755,6615
UT_Pithoragarh,13,35568,16662
UT_Pithoragarh,14,42436,745
UT_Pithoragarh,15,61634,15249
UT_Pithoragarh,16,61419,34080
UT_Rudraprayag,10,2140,0
UT_Rudraprayag,11,3642,1994
UT_Rudraprayag,12,24066,2266
UT_Rudraprayag,13,29766,15147
UT_Rudraprayag,14,33396,352
UT_Rudraprayag,15,48778,9509
UT_Rudraprayag,16,20503,17416
UT_Tehri Garhwal,10,6387,0
UT_Tehri Garhwal,11,4691,5417
UT_Tehri Garhwal,12,65103,4148
UT_Tehri Garhwal,13,41819,31287
UT_Tehri Garhwal,14,34103,770
UT_Tehri Garhwal,15,72598,19588
UT_Tehri Garhwal,16,82806,39912
UT_Udham Singh Nagar,10,11146,231
UT_Udham Singh Nagar,11,11393,7251
UT_Udham Singh Nagar,12,102186,9051
UT_Udham Singh Nagar,13,77948,44524
UT_Udham Singh Nagar,14,91173,2411
UT_Udham Singh Nagar,15,184645,41479
UT_Udham Singh Nagar,16,328635,75874
UT_Uttarkashi,10,4740,0
UT_Uttarkashi,11,10121,4338
UT_Uttarkashi,12,48947,8468
UT_Uttarkashi,13,21630,31852
UT_Uttarkashi,14,30325,962
UT_Uttarkashi,15,58610,8443
UT_Uttarkashi,16,36813,18169
WB_Alipurduar,10,10792,110
WB_Alipurduar,11,27256,7136
WB_Alipurduar,12,90045,16199
WB_Alipurduar,13,21287,40103
WB_Alipurduar,14,87103,4272
WB_Alipurduar,15,64499,45189
WB_Alipurduar,16,111668,46590
WB_Bankura,10,5337,0
WB_Bankura,11,7146,4046
WB_Bankura,12,58170,8999
WB_Bankura,13,7165,30679
WB_Bankura,14,53721,1671
WB_Bankura,15,44611,24825
WB_Bankura,16,91448,16931
WB_Birbhum,10,3772,0
WB_Birbhum,11,29130,2271
WB_Birbhum,12,87709,8534
WB_Birbhum,13,21209,30838
WB_Birbhum,14,64596,10233
WB_Birbhum,15,76278,36633
WB_Birbhum,16,99025,40335
WB_Cooch Behar,10,11576,0
WB_Cooch Behar,11,33878,7294
WB_Cooch Behar,12,152784,14262
WB_Cooch Behar,13,25048,63233
WB_Cooch Behar,14,107105,4286
WB_Cooch Behar,15,56811,70625
WB_Cooch Behar,16,107497,50546
WB_Dakshin Dinajpur,10,11248,0
WB_Dakshin Dinajpur,11,28082,8699
WB_Dakshin Dinajpur,12,122102,11195
WB_Dakshin Dinajpur,13,14386,56874
WB_Dakshin Dinajpur,14,82517,9091
WB_Dakshin Dinajpur,15,55255,49440
WB_Dakshin Dinajpur,16,82912,44353
WB_Darjeeling,10,14791,0
WB_Darjeeling,11,44400,10231
WB_Darjeeling,12,137261,25012
WB_Darjeeling,13,48160,72985
WB_Darjeeling,14,144215,12556
WB_Darjeeling,15,156371,73777
WB_Darjeeling,16,217888,74198
WB_Hooghly,10,24589,0
WB_Hooghly,11,92114,18572
WB_Hooghly,12,425163,40862
WB_Hooghly,13,74423,209041
WB_Hooghly,14,247737,25462
WB_Hooghly,15,170070,221927
WB_Hooghly,16,401775,125495
WB_Howrah,10,20783,12
WB_Howrah,11,78570,16709
WB_Howrah,12,272410,33954
WB_Howrah,13,85040,142777
WB_Howrah,14,229364,17441
WB_Howrah,15,281281,135281
WB_Howrah,16,338754,113171
WB_Jalpaiguri,10,9614,0
WB_Jalpaiguri,11,28867,7240
WB_Jalpaiguri,12,77965,17465
WB_Jalpaiguri,13,32141,37689
WB_Jalpaiguri,14,102019,4203
WB_Jalpaiguri,15,93007,33076
WB_Jalpaiguri,16,158500,53994
WB_Jhargram,10,7767,15
WB_Jhargram,11,16120,6379
WB_Jhargram,12,31000,14808
WB_Jhargram,13,9636,15583
WB_Jhargram,14,53055,3679
WB_Jhargram,15,62298,17309
WB_Jhargram,16,72144,13380
WB_Kalimpong,10,2618,0
WB_Kalimpong,11,10141,2102
WB_Kalimpong,12,28728,4724
WB_Kalimpong,13,11699,21192
WB_Kalimpong,14,26101,766
WB_Kalimpong,15,29461,10859
WB_Kalimpong,16,39310,16146
WB_Kolkata,10,78333,18
WB_Kolkata,11,141498,55661
WB_Kolkata,12,525042,76405
WB_Kolkata,13,433409,318715
WB_Kolkata,14,806846,84280
WB_Kolkata,15,928810,347427
WB_Kolkata,16,887358,477288
WB_Malda,10,16016,0
WB_Malda,11,49849,10048
WB_Malda,12,163357,23465
WB_Malda,13,55500,65877
WB_Malda,14,139893,21529
WB_Malda,15,118235,65315
WB_Malda,16,166541,82642
WB_Murshidabad,10,25053,54
WB_Murshidabad,11,110025,17336
WB_Murshidabad,12,311478,44586
WB_Murshidabad,13,37886,133405
WB_Murshidabad,14,207592,17345
WB_Murshidabad,15,149048,148090
WB_Murshidabad,16,330890,133243
WB_Nadia,10,24399,59
WB_Nadia,11,71911,17838
WB_Nadia,12,247897,37596
WB_Nadia,13,56831,99937
WB_Nadia,14,185035,10545
WB_Nadia,15,136759,152901
WB_Nadia,16,272127,107416
WB_North 24 Parganas,10,35103,3
WB_North 24 Parganas,11,98341,23898
WB_North 24 Parganas,12,460035,38119
WB_North 24 Parganas,13,171861,230779
WB_North 24 Parganas,14,610007,29287
WB_North 24 Parganas,15,535392,236749
WB_North 24 Parganas,16,757059,250270
WB_Paschim Bardhaman,10,14561,0
WB_Paschim Bardhaman,11,39598,11723
WB_Paschim Bardhaman,12,146376,17572
WB_Paschim Bardhaman,13,29486,61607
WB_Paschim Bardhaman,14,164819,8380
WB_Paschim Bardhaman,15,153299,89972
WB_Paschim Bardhaman,16,238555,68926
WB_Paschim Medinipur,10,22816,227
WB_Paschim Medinipur,11,61334,17569
WB_Paschim Medinipur,12,247966,37209
WB_Paschim Medinipur,13,60945,109648
WB_Paschim Medinipur,14,192585,17223
WB_Paschim Medinipur,15,134861,117759
WB_Paschim Medinipur,16,227639,80582
WB_Purba Bardhaman,10,21322,0
WB_Purba Bardhaman,11,74720,17256
WB_Purba Bardhaman,12,293552,33868
WB_Purba Bardhaman,13,74005,128884
WB_Purba Bardhaman,14,177252,21084
WB_Purba Bardhaman,15,111491,155444
WB_Purba Bardhaman,16,184682,101146
WB_Purba Medinipur,10,20216,0
WB_Purba Medinipur,11,80150,19433
WB_Purba Medinipur,12,220777,21088
WB_Purba Medinipur,13,17251,133170
WB_Purba Medinipur,14,171004,7771
WB_Purba Medinipur,15,127908,129267
WB_Purba Medinipur,16,246169,56777
WB_Purulia,10,17312,26
WB_Purulia,11,38663,12562
WB_Purulia,12,129352,28893
WB_Purulia,13,16345,46261
WB_Purulia,14,115209,7471
WB_Purulia,15,81359,50001
WB_Purulia,16,182356,61353
WB_South 24 Parganas,10,21719,40
WB_South 24 Parganas,11,112037,14834
WB_South 24 Parganas,12,257932,33380
WB_South 24 Parganas,13,59168,145763
WB_South 24 Parganas,14,251926,20674
WB_South 24 Parganas,15,216087,142636
WB_South 24 Parganas,16,370298,117653
WB_Uttar Dinajpur,10,10037,0
WB_Uttar Dinajpur,11,33448,7416
WB_Uttar Dinajpur,12,104277,16960
WB_Uttar Dinajpur,13,21374,50519
WB_Uttar Dinajpur,14,120052,6173
WB_Uttar Dinajpur,15,76487,61376
WB_Uttar Dinajpur,16,175283,30611
